Name/ID,Vertical,Industry,Total BRR Currency,Total BRR
53652,Media,Media & Content,USD,0.00
53696,Regional Carrier/ISP,Telecommunications,USD,834.00
53773,Retail,Other Enterprise,USD,755.00
53863,Consulting / Other Professional Services,Professional Services,USD,164.00
53875,Consulting / Other Professional Services,Professional Services,USD,"1,000.00"
53879,Colo/Hosting,Data Center & Cloud Services,USD,0.00
53881,Finance,Finance,USD,0.00
53913,State/Local Government,Government,USD,582.00
54078,PTT,Telecommunications,USD,"1,249.00"
54292,Regional Carrier/ISP,Telecommunications,USD,0.00
54306,Regional Carrier/ISP,Telecommunications,USD,0.00
54360,Consulting / Other Professional Services,Professional Services,USD,150.00
54409,Internet Content & Software,Media & Content,USD,0.00
54456,Regional Carrier/ISP,Telecommunications,USD,0.00
54477,Retail,Other Enterprise,USD,"1,164.00"
54478,Internet Content & Software,Media & Content,USD,99.00
54483,Regional Carrier/ISP,Telecommunications,USD,"1,477.00"
54676,Research,Research & Education,USD,"1,185.00"
54787,Engineering,Professional Services,USD,115.00
54795,Consulting / Other Professional Services,Professional Services,USD,0.00
54814,Consulting / Other Professional Services,Professional Services,USD,0.00
54906,Retail,Other Enterprise,USD,722.00
54979,Finance,Finance,USD,0.00
54992,Reseller,Telecommunications,USD,686.00
54995,Engineering,Professional Services,USD,0.00
54996,Legal,Professional Services,USD,0.00
54998,National Carrier/ISP,Telecommunications,USD,833.00
55030,Consulting / Other Professional Services,Professional Services,USD,"1,238.00"
55053,Non-Healthcare Insurance,Other Enterprise,USD,"1,318.00"
55065,Telecommunications Equipment Provider,Other Enterprise,USD,"1,121.00"
55110,Legal,Professional Services,USD,"2,193.00"
55135,Retail,Other Enterprise,USD,0.00
55221,Internet Content & Software,Media & Content,USD,0.00
55261,Cable & Satellite,CATV/Satellite,USD,"1,266.00"
55287,Cable & Satellite,CATV/Satellite,USD,0.00
55355,Internet Content & Software,Media & Content,USD,0.00
55411,Legal,Professional Services,USD,920.00
55413,Consulting / Other Professional Services,Professional Services,USD,"1,120.00"
55448,Healthcare,Healthcare,USD,0.00
55492,Finance,Finance,USD,0.00
55647,Media,Media & Content,USD,0.00
55693,Consulting / Other Professional Services,Professional Services,USD,430.00
55732,Consulting / Other Professional Services,Professional Services,USD,0.00
55784,Higher Education,Research & Education,USD,0.00
55785,Manufacturing,Energy & Manufacturing,USD,534.00
55794,Internet Content & Software,Media & Content,USD,0.00
55853,K-12 Education,Research & Education,USD,0.00
55873,Reseller,Telecommunications,USD,0.00
55891,Colo/Hosting,Data Center & Cloud Services,USD,881.00
56062,Retail,Other Enterprise,USD,924.00
56160,Manufacturing,Energy & Manufacturing,USD,0.00
56176,VOIP/VSP,Telecommunications,USD,299.00
56214,Consulting / Other Professional Services,Professional Services,USD,399.00
56382,Healthcare,Healthcare,USD,"1,007.00"
56427,Consulting / Other Professional Services,Professional Services,USD,710.00
56447,Consulting / Other Professional Services,Professional Services,USD,0.00
56449,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
56525,Finance,Finance,USD,269.00
56533,Consulting / Other Professional Services,Professional Services,USD,"1,033.00"
56554,Finance,Finance,USD,0.00
56565,Pharmaceuticals,Healthcare,USD,0.00
56681,Internet Content & Software,Media & Content,USD,562.00
56696,Consulting / Other Professional Services,Professional Services,USD,"3,126.00"
56712,Higher Education,Research & Education,USD,986.00
56798,Non-Healthcare Insurance,Other Enterprise,USD,995.00
56804,Consulting / Other Professional Services,Professional Services,USD,357.00
56912,Cloud Service Provider,Data Center & Cloud Services,USD,"1,007.00"
56962,Media,Media & Content,USD,0.00
57084,Consulting / Other Professional Services,Professional Services,USD,510.00
57102,Healthcare,Healthcare,USD,"2,857.00"
57163,Finance,Finance,USD,"1,858.00"
57240,Media,Media & Content,USD,0.00
57244,Internet Content & Software,Media & Content,USD,"1,388.00"
57355,Oil & Gas,Energy & Manufacturing,USD,595.00
57357,Engineering,Professional Services,USD,0.00
57373,Commercial Systems Integrator,Professional Services,USD,"1,263.00"
57387,Colo/Hosting,Data Center & Cloud Services,USD,0.00
57485,Non-Healthcare Insurance,Other Enterprise,USD,685.00
57529,Internet Content & Software,Media & Content,USD,714.00
57578,State/Local Government,Government,USD,0.00
57591,Manufacturing,Energy & Manufacturing,USD,524.00
57637,Consulting / Other Professional Services,Professional Services,USD,233.00
57638,Higher Education,Research & Education,USD,"1,020.00"
57709,Research,Research & Education,USD,547.00
57745,Internet Content & Software,Media & Content,USD,755.00
57779,Internet Content & Software,Media & Content,USD,0.00
57839,Consulting / Other Professional Services,Professional Services,USD,200.00
57901,Internet Content & Software,Media & Content,USD,491.00
57981,Consulting / Other Professional Services,Professional Services,USD,676.00
57994,Consulting / Other Professional Services,Professional Services,USD,405.00
58017,Consulting / Other Professional Services,Professional Services,USD,84.00
58037,Internet Content & Software,Media & Content,USD,0.00
58099,Asset Management / Hedge Fund,Finance,USD,531.00
58220,Healthcare,Healthcare,USD,0.00
58295,Healthcare,Healthcare,USD,0.00
58360,Consulting / Other Professional Services,Professional Services,USD,"1,417.00"
58361,Regional Carrier/ISP,Telecommunications,USD,652.00
58377,Transportation,Other Enterprise,USD,"1,365.00"
58378,PTT,Telecommunications,USD,616.00
58388,Consulting / Other Professional Services,Professional Services,USD,"1,033.00"
58399,Real Estate / Construction,Other Enterprise,USD,867.00
58405,Commercial Systems Integrator,Professional Services,USD,"2,833.00"
58441,Healthcare,Healthcare,USD,"1,946.00"
58472,Regional Carrier/ISP,Telecommunications,USD,0.00
58489,Regional Carrier/ISP,Telecommunications,USD,0.00
58494,Consulting / Other Professional Services,Professional Services,USD,208.00
58510,Commercial Systems Integrator,Professional Services,USD,50.00
58552,Consulting / Other Professional Services,Professional Services,USD,149.00
58574,Finance,Finance,USD,"1,379.00"
58597,Regional Carrier/ISP,Telecommunications,USD,"1,274.00"
58601,Regional Carrier/ISP,Telecommunications,USD,0.00
58767,Finance,Finance,USD,"7,563.00"
58796,National Carrier/ISP,Telecommunications,USD,117.00
58801,Healthcare,Healthcare,USD,645.00
58928,Consulting / Other Professional Services,Professional Services,USD,0.00
59036,Retail,Other Enterprise,USD,224.00
59141,Consulting / Other Professional Services,Professional Services,USD,663.00
59149,Retail,Other Enterprise,USD,"1,959.00"
59153,Consulting / Other Professional Services,Professional Services,USD,0.00
59168,Colo/Hosting,Data Center & Cloud Services,USD,"1,289.00"
59204,Media,Media & Content,USD,"1,782.00"
59233,Consulting / Other Professional Services,Professional Services,USD,751.00
59247,Asset Management / Hedge Fund,Finance,USD,587.00
59254,Transportation,Other Enterprise,USD,499.00
59286,Non-Healthcare Insurance,Other Enterprise,USD,0.00
59289,Consulting / Other Professional Services,Professional Services,USD,0.00
59353,Retail,Other Enterprise,USD,"1,641.00"
59375,Regional Carrier/ISP,Telecommunications,USD,"1,714.00"
59406,Healthcare,Healthcare,USD,771.00
59421,Engineering,Professional Services,USD,0.00
59478,Regional Carrier/ISP,Telecommunications,USD,0.00
59490,Finance,Finance,USD,"1,027.00"
59563,Consulting / Other Professional Services,Professional Services,USD,918.00
59583,Consulting / Other Professional Services,Professional Services,USD,696.00
59625,Retail,Other Enterprise,USD,223.00
59685,Media,Media & Content,USD,0.00
59699,Consulting / Other Professional Services,Professional Services,USD,"3,532.00"
59862,Consulting / Other Professional Services,Professional Services,USD,124.00
59863,Consulting / Other Professional Services,Professional Services,USD,750.00
59871,Real Estate / Construction,Other Enterprise,USD,0.00
59909,Internet Content & Software,Media & Content,USD,0.00
60029,Regional Carrier/ISP,Telecommunications,USD,0.00
60052,Internet Content & Software,Media & Content,USD,"1,410.00"
60165,Reseller,Telecommunications,USD,0.00
60224,Finance,Finance,USD,0.00
60227,Colo/Hosting,Data Center & Cloud Services,USD,620.00
60239,Hospitality,Other Enterprise,USD,882.00
60307,Consulting / Other Professional Services,Professional Services,USD,583.00
60414,Retail,Other Enterprise,USD,0.00
60422,K-12 Education,Research & Education,USD,"1,427.00"
60436,Internet Content & Software,Media & Content,USD,0.00
60437,Internet Content & Software,Media & Content,USD,0.00
60443,Retail,Other Enterprise,USD,0.00
60483,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
60500,Research,Research & Education,USD,736.00
60737,Internet Content & Software,Media & Content,USD,925.00
60763,Healthcare,Healthcare,USD,678.00
60771,Manufacturing,Energy & Manufacturing,USD,669.00
60790,Consulting / Other Professional Services,Professional Services,USD,99.00
60826,PTT,Telecommunications,USD,"1,402.00"
60843,Higher Education,Research & Education,USD,0.00
60867,Internet Content & Software,Media & Content,USD,399.00
60883,Consulting / Other Professional Services,Professional Services,USD,49.00
60887,State/Local Government,Government,USD,18.00
60922,Telecommunications Equipment Provider,Other Enterprise,USD,554.00
61023,Media,Media & Content,USD,0.00
61037,Research,Research & Education,USD,0.00
61057,Healthcare,Healthcare,USD,704.00
61112,Consulting / Other Professional Services,Professional Services,USD,0.00
61129,Internet Content & Software,Media & Content,USD,0.00
61213,Colo/Hosting,Data Center & Cloud Services,USD,639.00
61289,Internet Content & Software,Media & Content,USD,788.00
61470,Media,Media & Content,USD,0.00
61518,K-12 Education,Research & Education,USD,0.00
61621,Internet Content & Software,Media & Content,USD,0.00
61633,Consulting / Other Professional Services,Professional Services,USD,299.00
61676,Internet Content & Software,Media & Content,USD,909.00
61709,Media,Media & Content,USD,321.00
61781,Healthcare,Healthcare,USD,0.00
61785,Healthcare,Healthcare,USD,"1,012.00"
61847,Utilities,Energy & Manufacturing,USD,0.00
61903,Real Estate / Construction,Other Enterprise,USD,343.00
61915,Consulting / Other Professional Services,Professional Services,USD,714.00
61925,Consulting / Other Professional Services,Professional Services,USD,405.00
61928,Health Insurance,Healthcare,USD,0.00
61929,Internet Content & Software,Media & Content,USD,"1,071.00"
61964,RLEC,Telecommunications,USD,281.00
61973,Consulting / Other Professional Services,Professional Services,USD,0.00
62004,Internet Content & Software,Media & Content,USD,"1,588.00"
62021,Legal,Professional Services,USD,99.00
62026,VOIP/VSP,Telecommunications,USD,572.00
62119,Finance,Finance,USD,"1,062.00"
62146,Wireless,Telecommunications,USD,695.00
62163,Media,Media & Content,USD,765.00
62243,State/Local Government,Government,USD,500.00
62259,Colo/Hosting,Data Center & Cloud Services,USD,914.00
62271,Finance,Finance,USD,39.00
62289,Consulting / Other Professional Services,Professional Services,USD,665.00
62388,Consulting / Other Professional Services,Professional Services,USD,145.00
62390,Commercial Systems Integrator,Professional Services,USD,705.00
62468,Internet Content & Software,Media & Content,USD,919.00
62470,K-12 Education,Research & Education,USD,526.00
62577,Federal Government,Government,USD,0.00
62608,Healthcare,Healthcare,USD,666.00
62722,Finance,Finance,USD,0.00
62726,Consulting / Other Professional Services,Professional Services,USD,"1,458.00"
62729,Finance,Finance,USD,270.00
62730,Consulting / Other Professional Services,Professional Services,USD,109.00
62736,Finance,Finance,USD,457.00
62743,Finance,Finance,USD,"1,351.00"
62749,Federal Government,Government,USD,"1,147.00"
62798,Media,Media & Content,USD,"2,038.00"
62833,Finance,Finance,USD,0.00
62836,Consulting / Other Professional Services,Professional Services,USD,101.00
62864,Manufacturing,Energy & Manufacturing,USD,153.00
62897,Manufacturing,Energy & Manufacturing,USD,996.00
62916,Internet Content & Software,Media & Content,USD,"1,884.00"
62924,Commercial Systems Integrator,Professional Services,USD,731.00
62950,Consulting / Other Professional Services,Professional Services,USD,74.00
63011,Consulting / Other Professional Services,Professional Services,USD,0.00
63029,Consulting / Other Professional Services,Professional Services,USD,790.00
63072,State/Local Government,Government,USD,"1,040.00"
63093,Retail,Other Enterprise,USD,0.00
63162,Colo/Hosting,Data Center & Cloud Services,USD,0.00
63183,Consulting / Other Professional Services,Professional Services,USD,499.00
63194,Consulting / Other Professional Services,Professional Services,USD,930.00
63200,Consulting / Other Professional Services,Professional Services,USD,"1,800.00"
63212,Internet Content & Software,Media & Content,USD,375.00
63238,Retail,Other Enterprise,USD,952.00
63250,Healthcare,Healthcare,USD,0.00
63252,Commercial Systems Integrator,Professional Services,USD,"1,071.00"
63254,VOIP/VSP,Telecommunications,USD,971.00
63268,Colo/Hosting,Data Center & Cloud Services,USD,0.00
63366,Consulting / Other Professional Services,Professional Services,USD,0.00
63375,Internet Content & Software,Media & Content,USD,889.00
63412,Legal,Professional Services,USD,86.00
63436,Internet Content & Software,Media & Content,USD,0.00
63454,Internet Content & Software,Media & Content,USD,"1,307.00"
63469,Internet Content & Software,Media & Content,USD,720.00
63475,Regional Carrier/ISP,Telecommunications,USD,0.00
63481,K-12 Education,Research & Education,USD,200.00
63503,Consulting / Other Professional Services,Professional Services,USD,0.00
63553,Wireless,Telecommunications,USD,"1,216.00"
63580,K-12 Education,Research & Education,USD,239.00
63645,Regional Carrier/ISP,Telecommunications,USD,800.00
63646,Manufacturing,Energy & Manufacturing,USD,650.00
63698,Consulting / Other Professional Services,Professional Services,USD,0.00
63703,State/Local Government,Government,USD,975.00
63720,Consulting / Other Professional Services,Professional Services,USD,405.00
63761,Colo/Hosting,Data Center & Cloud Services,USD,148.00
63791,Internet Content & Software,Media & Content,USD,0.00
63793,Regional Carrier/ISP,Telecommunications,USD,"1,529.00"
63879,Colo/Hosting,Data Center & Cloud Services,USD,399.00
64008,Pharmaceuticals,Healthcare,USD,736.00
64062,Higher Education,Research & Education,USD,159.00
64115,Consulting / Other Professional Services,Professional Services,USD,0.00
64127,Internet Content & Software,Media & Content,USD,0.00
64135,Engineering,Professional Services,USD,0.00
64275,,,USD,0.00
64397,RLEC,Telecommunications,USD,654.00
64487,Internet Content & Software,Media & Content,USD,0.00
64515,Consulting / Other Professional Services,Professional Services,USD,0.00
64527,Finance,Finance,USD,"6,832.00"
64590,Consulting / Other Professional Services,Professional Services,USD,102.00
64620,Regional Carrier/ISP,Telecommunications,USD,0.00
64691,Colo/Hosting,Data Center & Cloud Services,USD,317.00
64697,Consulting / Other Professional Services,Professional Services,USD,769.00
64749,Consulting / Other Professional Services,Professional Services,USD,99.00
64864,Legal,Professional Services,USD,826.00
64882,Regional Carrier/ISP,Telecommunications,USD,0.00
64940,Consulting / Other Professional Services,Professional Services,USD,0.00
65011,Consulting / Other Professional Services,Professional Services,USD,"2,399.00"
65040,Consulting / Other Professional Services,Professional Services,USD,"1,714.00"
65101,Finance,Finance,USD,827.00
65212,Finance,Finance,USD,0.00
65213,Commercial Systems Integrator,Professional Services,USD,255.00
65300,Colo/Hosting,Data Center & Cloud Services,USD,0.00
65332,Finance,Finance,USD,0.00
65368,VOIP/VSP,Telecommunications,USD,118.00
65371,Systems Integrators,Government,USD,223.00
65383,Finance,Finance,USD,0.00
65421,Consulting / Other Professional Services,Professional Services,USD,725.00
65462,National Carrier/ISP,Telecommunications,USD,"1,020.00"
65466,Consulting / Other Professional Services,Professional Services,USD,"1,746.00"
65493,Retail,Other Enterprise,USD,999.00
65506,Internet Content & Software,Media & Content,USD,442.00
65523,High Frequency Trading,Finance,USD,660.00
65554,Retail,Other Enterprise,USD,49.00
65619,Healthcare,Healthcare,USD,"1,585.00"
65635,Finance,Finance,USD,177.00
65658,Retail,Other Enterprise,USD,685.00
65711,Consulting / Other Professional Services,Professional Services,USD,124.00
65738,Media,Media & Content,USD,0.00
65754,Non-Healthcare Insurance,Other Enterprise,USD,431.00
65817,Internet Content & Software,Media & Content,USD,0.00
66002,Wireless,Telecommunications,USD,510.00
66004,Retail,Other Enterprise,USD,600.00
66142,Regional Carrier/ISP,Telecommunications,USD,0.00
66164,Legal,Professional Services,USD,504.00
66194,State/Local Government,Government,USD,0.00
66281,Consulting / Other Professional Services,Professional Services,USD,0.00
66345,Cloud Service Provider,Data Center & Cloud Services,USD,914.00
66384,Hospitality,Other Enterprise,USD,"1,611.00"
66395,Internet Content & Software,Media & Content,USD,"3,283.00"
66476,Research,Research & Education,USD,0.00
66571,Internet Content & Software,Media & Content,USD,720.00
66575,Media,Media & Content,USD,620.00
66609,Reseller,Telecommunications,USD,0.00
66634,Commercial Systems Integrator,Professional Services,USD,847.00
66673,Internet Content & Software,Media & Content,USD,918.00
66723,Internet Content & Software,Media & Content,USD,258.00
66825,Healthcare,Healthcare,USD,0.00
66886,Colo/Hosting,Data Center & Cloud Services,USD,905.00
66893,Retail,Other Enterprise,USD,"1,359.00"
66899,Cloud Service Provider,Data Center & Cloud Services,USD,"2,711.00"
67015,Transportation,Other Enterprise,USD,0.00
67036,Retail,Other Enterprise,USD,0.00
67044,Consulting / Other Professional Services,Professional Services,USD,"1,582.00"
67054,Consulting / Other Professional Services,Professional Services,USD,305.00
67078,Healthcare,Healthcare,USD,0.00
67098,Consulting / Other Professional Services,Professional Services,USD,108.00
67106,Consulting / Other Professional Services,Professional Services,USD,536.00
67183,Finance,Finance,USD,0.00
67184,Healthcare,Healthcare,USD,0.00
67207,Regional Carrier/ISP,Telecommunications,USD,0.00
67210,Finance,Finance,USD,0.00
67236,Exchange / Market Makers,Finance,USD,"1,004.00"
67268,Internet Content & Software,Media & Content,USD,114.00
67313,Regional Carrier/ISP,Telecommunications,USD,0.00
67316,Wireless,Telecommunications,USD,508.00
67357,Asset Management / Hedge Fund,Finance,USD,"1,305.00"
67373,Retail,Other Enterprise,USD,0.00
67375,Consulting / Other Professional Services,Professional Services,USD,676.00
67397,Consulting / Other Professional Services,Professional Services,USD,82.00
67438,Colo/Hosting,Data Center & Cloud Services,USD,0.00
67439,Consulting / Other Professional Services,Professional Services,USD,0.00
67509,Internet Content & Software,Media & Content,USD,805.00
67528,Regional Carrier/ISP,Telecommunications,USD,457.00
67538,Media,Media & Content,USD,0.00
67570,Legal,Professional Services,USD,"2,343.00"
67662,Consulting / Other Professional Services,Professional Services,USD,248.00
67667,Consulting / Other Professional Services,Professional Services,USD,49.00
67669,K-12 Education,Research & Education,USD,0.00
67683,Consulting / Other Professional Services,Professional Services,USD,0.00
67734,Consulting / Other Professional Services,Professional Services,USD,0.00
67745,Legal,Professional Services,USD,0.00
67778,Regional Carrier/ISP,Telecommunications,USD,234.00
67846,Media,Media & Content,USD,601.00
67857,Engineering,Professional Services,USD,0.00
67986,Real Estate / Construction,Other Enterprise,USD,"1,020.00"
67998,Cloud Service Provider,Data Center & Cloud Services,USD,"1,338.00"
68011,Manufacturing,Energy & Manufacturing,USD,"1,376.00"
68029,Legal,Professional Services,USD,749.00
68068,Consulting / Other Professional Services,Professional Services,USD,655.00
68147,Wireless,Telecommunications,USD,0.00
68182,Internet Content & Software,Media & Content,USD,0.00
68186,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
68268,Higher Education,Research & Education,USD,0.00
68439,Real Estate / Construction,Other Enterprise,USD,0.00
68499,Internet Content & Software,Media & Content,USD,0.00
68533,Consulting / Other Professional Services,Professional Services,USD,"3,606.00"
68641,Internet Content & Software,Media & Content,USD,0.00
68653,Consulting / Other Professional Services,Professional Services,USD,499.00
68654,State/Local Government,Government,USD,616.00
68685,Consulting / Other Professional Services,Professional Services,USD,765.00
68713,National Carrier/ISP,Telecommunications,USD,510.00
68772,Transportation,Other Enterprise,USD,0.00
68791,Engineering,Professional Services,USD,499.00
68917,Retail,Other Enterprise,USD,"1,274.00"
69198,Regional Carrier/ISP,Telecommunications,USD,0.00
69212,Internet Content & Software,Media & Content,USD,711.00
69287,Retail,Other Enterprise,USD,"1,427.00"
69317,Higher Education,Research & Education,USD,0.00
69375,VOIP/VSP,Telecommunications,USD,157.00
69390,Colo/Hosting,Data Center & Cloud Services,USD,49.00
69408,Consulting / Other Professional Services,Professional Services,USD,427.00
69425,Regional Carrier/ISP,Telecommunications,USD,895.00
69427,Regional Carrier/ISP,Telecommunications,USD,0.00
69469,High Frequency Trading,Finance,USD,508.00
69491,Consulting / Other Professional Services,Professional Services,USD,516.00
69508,Reseller,Telecommunications,USD,790.00
69509,Colo/Hosting,Data Center & Cloud Services,USD,612.00
69559,Consulting / Other Professional Services,Professional Services,USD,0.00
69575,Internet Content & Software,Media & Content,USD,953.00
69592,Internet Content & Software,Media & Content,USD,0.00
69604,Wireless,Telecommunications,USD,805.00
69619,Consulting / Other Professional Services,Professional Services,USD,98.00
69632,Higher Education,Research & Education,USD,0.00
69658,Consulting / Other Professional Services,Professional Services,USD,"1,492.00"
69814,Healthcare,Healthcare,USD,406.00
69921,Cloud Service Provider,Data Center & Cloud Services,USD,427.00
69935,State/Local Government,Government,USD,0.00
70020,Consulting / Other Professional Services,Professional Services,USD,"1,030.00"
70044,K-12 Education,Research & Education,USD,"6,808.00"
70059,Wireless,Telecommunications,USD,"1,260.00"
70072,Healthcare,Healthcare,USD,391.00
70105,Healthcare,Healthcare,USD,0.00
70121,Internet Content & Software,Media & Content,USD,0.00
70136,Colo/Hosting,Data Center & Cloud Services,USD,0.00
70178,Consulting / Other Professional Services,Professional Services,USD,"3,262.00"
70194,Consulting / Other Professional Services,Professional Services,USD,499.00
70225,Systems Integrators,Government,USD,203.00
70236,Higher Education,Research & Education,USD,"4,814.00"
70238,Real Estate / Construction,Other Enterprise,USD,"1,057.00"
70251,Consulting / Other Professional Services,Professional Services,USD,697.00
70255,Cloud Service Provider,Data Center & Cloud Services,USD,317.00
70258,Colo/Hosting,Data Center & Cloud Services,USD,0.00
70286,Healthcare,Healthcare,USD,"1,200.00"
70287,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
70369,Engineering,Professional Services,USD,202.00
70398,Finance,Finance,USD,617.00
70432,Consulting / Other Professional Services,Professional Services,USD,299.00
70476,Wireless,Telecommunications,USD,0.00
70520,VOIP/VSP,Telecommunications,USD,0.00
70578,Consulting / Other Professional Services,Professional Services,USD,0.00
70716,Internet Content & Software,Media & Content,USD,0.00
70735,Consulting / Other Professional Services,Professional Services,USD,"1,150.00"
70832,Colo/Hosting,Data Center & Cloud Services,USD,670.00
70847,Retail,Other Enterprise,USD,"1,475.00"
70932,Consulting / Other Professional Services,Professional Services,USD,105.00
70936,State/Local Government,Government,USD,0.00
71081,Consulting / Other Professional Services,Professional Services,USD,517.00
71126,Consulting / Other Professional Services,Professional Services,USD,"2,686.00"
71153,Regional Carrier/ISP,Telecommunications,USD,0.00
71167,Non-Healthcare Insurance,Other Enterprise,USD,345.00
71212,Healthcare,Healthcare,USD,0.00
71223,Internet Content & Software,Media & Content,USD,"1,121.00"
71254,Systems Integrators,Government,USD,399.00
71274,Finance,Finance,USD,"1,480.00"
71276,Internet Content & Software,Media & Content,USD,0.00
71278,State/Local Government,Government,USD,58.00
71321,Internet Content & Software,Media & Content,USD,867.00
71323,State/Local Government,Government,USD,608.00
71408,Legal,Professional Services,USD,663.00
71416,Healthcare,Healthcare,USD,"3,891.00"
71426,Finance,Finance,USD,892.00
71439,Internet Content & Software,Media & Content,USD,586.00
71447,Healthcare,Healthcare,USD,"1,158.00"
71482,Colo/Hosting,Data Center & Cloud Services,USD,"1,000.00"
71506,Consulting / Other Professional Services,Professional Services,USD,125.00
71510,Cloud Service Provider,Data Center & Cloud Services,USD,49.00
71552,,,USD,0.00
71562,Internet Content & Software,Media & Content,USD,539.00
71565,Consulting / Other Professional Services,Professional Services,USD,"1,941.00"
71567,Internet Content & Software,Media & Content,USD,510.00
71596,Cloud Service Provider,Data Center & Cloud Services,USD,"1,143.00"
71613,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
71679,Regional Carrier/ISP,Telecommunications,USD,0.00
71707,Internet Content & Software,Media & Content,USD,0.00
71711,Internet Content & Software,Media & Content,USD,253.00
71722,Consulting / Other Professional Services,Professional Services,USD,600.00
71750,Retail,Other Enterprise,USD,710.00
71813,Commercial Systems Integrator,Professional Services,USD,"1,175.00"
71893,Wireless,Telecommunications,USD,0.00
71909,Consulting / Other Professional Services,Professional Services,USD,733.00
72020,Finance,Finance,USD,"1,887.00"
72027,Utilities,Energy & Manufacturing,USD,0.00
72033,Real Estate / Construction,Other Enterprise,USD,612.00
72073,Internet Content & Software,Media & Content,USD,0.00
72086,Regional Carrier/ISP,Telecommunications,USD,0.00
72120,Consulting / Other Professional Services,Professional Services,USD,375.00
72163,Regional Carrier/ISP,Telecommunications,USD,692.00
72178,Finance,Finance,USD,"1,032.00"
72192,Internet Content & Software,Media & Content,USD,0.00
72201,Retail,Other Enterprise,USD,"1,020.00"
72205,Commercial Systems Integrator,Professional Services,USD,395.00
72206,Legal,Professional Services,USD,607.00
72209,Retail,Other Enterprise,USD,"2,861.00"
72221,Real Estate / Construction,Other Enterprise,USD,0.00
72228,Healthcare,Healthcare,USD,299.00
72243,Internet Content & Software,Media & Content,USD,0.00
72252,Cloud Service Provider,Data Center & Cloud Services,USD,704.00
72324,State/Local Government,Government,USD,277.00
72329,Consulting / Other Professional Services,Professional Services,USD,712.00
72333,Retail,Other Enterprise,USD,0.00
72343,Systems Integrators,Government,USD,561.00
72387,Consulting / Other Professional Services,Professional Services,USD,"1,020.00"
72413,Higher Education,Research & Education,USD,0.00
72451,Internet Content & Software,Media & Content,USD,0.00
72488,K-12 Education,Research & Education,USD,"4,960.00"
72535,Real Estate / Construction,Other Enterprise,USD,0.00
72566,Internet Content & Software,Media & Content,USD,508.00
72655,RLEC,Telecommunications,USD,0.00
72680,Regional Carrier/ISP,Telecommunications,USD,0.00
72746,Internet Content & Software,Media & Content,USD,0.00
72781,Consulting / Other Professional Services,Professional Services,USD,794.00
72954,Consulting / Other Professional Services,Professional Services,USD,0.00
72984,Cloud Service Provider,Data Center & Cloud Services,USD,505.00
72992,Media,Media & Content,USD,0.00
73003,Manufacturing,Energy & Manufacturing,USD,"1,270.00"
73005,Real Estate / Construction,Other Enterprise,USD,102.00
73070,RLEC,Telecommunications,USD,0.00
73071,Consulting / Other Professional Services,Professional Services,USD,0.00
73083,Consulting / Other Professional Services,Professional Services,USD,405.00
73121,Wireless,Telecommunications,USD,0.00
73134,Consulting / Other Professional Services,Professional Services,USD,994.00
73172,Media,Media & Content,USD,305.00
73195,Retail,Other Enterprise,USD,0.00
73216,Internet Content & Software,Media & Content,USD,95.00
73219,Media,Media & Content,USD,765.00
73334,Internet Content & Software,Media & Content,USD,0.00
73337,Systems Integrators,Government,USD,131.00
73346,Higher Education,Research & Education,USD,"1,374.00"
73402,Research,Research & Education,USD,0.00
73516,Internet Content & Software,Media & Content,USD,118.00
73562,Real Estate / Construction,Other Enterprise,USD,0.00
73589,VOIP/VSP,Telecommunications,USD,424.00
73625,Colo/Hosting,Data Center & Cloud Services,USD,632.00
73642,State/Local Government,Government,USD,0.00
73648,Transportation,Other Enterprise,USD,"1,427.00"
73733,Consulting / Other Professional Services,Professional Services,USD,442.00
73793,Wireless,Telecommunications,USD,"3,058.00"
73830,Consulting / Other Professional Services,Professional Services,USD,"1,089.00"
73843,Consulting / Other Professional Services,Professional Services,USD,"1,314.00"
73880,Internet Content & Software,Media & Content,USD,"1,121.00"
73933,Retail,Other Enterprise,USD,0.00
73978,Transportation,Other Enterprise,USD,0.00
73979,Internet Content & Software,Media & Content,USD,510.00
74047,Regional Carrier/ISP,Telecommunications,USD,0.00
74148,Regional Carrier/ISP,Telecommunications,USD,0.00
74155,Colo/Hosting,Data Center & Cloud Services,USD,0.00
74214,Finance,Finance,USD,0.00
74217,Consulting / Other Professional Services,Professional Services,USD,"1,586.00"
74221,Regional Carrier/ISP,Telecommunications,USD,535.00
74271,Utilities,Energy & Manufacturing,USD,374.00
74326,Commercial Systems Integrator,Professional Services,USD,785.00
74469,Systems Integrators,Government,USD,59.00
74472,Healthcare,Healthcare,USD,975.00
74562,Internet Content & Software,Media & Content,USD,408.00
74674,Manufacturing,Energy & Manufacturing,USD,501.00
74684,Finance,Finance,USD,0.00
74741,Regional Carrier/ISP,Telecommunications,USD,0.00
74742,Healthcare,Healthcare,USD,0.00
74887,Retail,Other Enterprise,USD,493.00
74927,Consulting / Other Professional Services,Professional Services,USD,181.00
75085,Real Estate / Construction,Other Enterprise,USD,"3,671.00"
